x,y
-0.626453810742332,0.791441548555919
0.183643324222082,0.392167936565892
-0.835628612410047,-0.472666950919845
1.59528080213779,-0.457951668291923
0.329507771815361,-0.168131940956006
-0.820468384118015,0.585673742669619
0.487429052428485,-0.984240596349714
0.738324705129217,-0.0118171164760513
0.575781351653492,-0.430931463506555
-0.305388387156356,0.772530816021421
1.51178116845085,0.582699457541187
0.389843236411431,-0.163434307215286
-0.621240580541804,0.644005248415
-2.2146998871775,1.214677161866
1.12493091814311,0.494540683601913
-0.0449336090152309,-1.48111532288417
-0.0161902630989461,-0.271891311460555
0.943836210685299,0.496633610440363
0.821221195098089,0.306742731013944
0.593901321217509,1.33698979486453
0.918977371608218,-0.791516761183682
0.782136300731067,-0.332609714201949
0.0745649833651906,-1.16660444055229
-1.98935169586337,0.111365298935233
0.61982574789471,-0.853005958189069
-0.0561287395290008,-0.134938715070741
-0.155795506705329,-1.77873013892415
-1.47075238389927,0.152452288990984
-0.47815005510862,-0.701344878572895
0.417941560199702,0.0936090345496135
1.35867955152904,1.17277990607221
-0.102787727342996,-0.295498176152151
0.387671611559369,-0.497457892634564
-0.0538050405829051,0.596221159447781
-1.37705955682861,-1.18102387140881
-0.41499456329968,-1.68766244310306
-0.394289953710349,0.206248671785439
-0.0593133967111857,-0.982847611505839
1.10002537198388,0.414036699599061
0.763175748457544,-0.0560230519420651
-0.164523596253587,0.100736335595924
-0.253361680136508,-1.88318471405727
0.696963375404737,-0.142570133850648
0.556663198673657,-0.323754868692718
-0.68875569454952,1.3702803314843
-0.70749515696212,0.209558322664202
0.36458196213683,-0.0328393805305169
0.768532924515416,1.1197473006727
-0.112346212150228,2.71241485218744
0.881107726454215,0.119571503636972
0.398105880367068,-0.534331297319944
-0.612026393250771,0.306963244537574
0.341119691424425,1.27745896110207
-1.12936309608079,0.137213251395063
1.43302370170104,0.265709909005729
1.98039989850586,1.67249920253258
-0.367221476466509,1.07992488753015
-1.04413462631653,0.576918556731345
0.569719627442413,-0.341493957863896
-0.135054603880824,-0.521205323250182
2.40161776050478,0.534011977424934
-0.0392400027331692,0.4391999572627
0.689739362450777,0.326687709389682
0.0280021587806661,0.282196340740335
-0.743273208882405,-1.43049010050394
0.188792299514343,2.82000443854223
-1.80495862889104,1.01622234315481
1.46555486156289,-1.6614158078359
0.153253338211898,0.19974114722406
2.17261167036215,-0.760662303275383
0.475509528899663,-1.40114560560663
-0.709946430921815,-0.685969432827368
0.610726353489055,0.583813136228156
-0.934097631644252,0.822383015489095
-1.2536334002391,-0.751934152141699
0.291446235517463,0.448208391433813
-0.443291873218433,0.135123085883382
0.00110535163162413,-0.0994906211506443
0.0743413241516641,0.307107468091999
-0.589520946188072,-1.09147137963389
-0.568668732818502,0.204915213420387
-0.135178615123832,-1.1085730843388
1.1780869965732,0.0363676511085154
-1.52356680042976,-1.31905148307393
0.593946187628422,-1.8690517095895
0.332950371213518,1.11547641984262
1.06309983727636,-0.713880686223729
